corner,vdd_v,temperature_c,differential_v,common_mode_ratio,pair_skew,trim_code,load_ff,max_step_ps,design_name,source_resistance_ohm,sample_cap_ff,previous_differential_v,deadline_ns,coarse_max_step_ps,fine_max_step_ps,coarse_run_id,fine_run_id,coarse_outcome,fine_outcome,energy_difference_percent,latency_difference_ns,passed
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.25,1.25,0.625,98c6f0b3e833d977da287a64,596597aa3bde2b2c115e5312,unresolved,unresolved,0.00252767969458791,,True
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.35,1.25,0.625,98c6f0b3e833d977da287a64,596597aa3bde2b2c115e5312,unresolved,unresolved,0.00252767969458791,,True
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.5,1.25,0.625,98c6f0b3e833d977da287a64,596597aa3bde2b2c115e5312,correct,correct,0.00252767969458791,0.0,True
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.75,1.25,0.625,98c6f0b3e833d977da287a64,596597aa3bde2b2c115e5312,correct,correct,0.00252767969458791,0.0001060371262091575,True
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,1.0,1.25,0.625,98c6f0b3e833d977da287a64,596597aa3bde2b2c115e5312,correct,correct,0.00252767969458791,0.0001060371262091575,True
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,2.0,1.25,0.625,98c6f0b3e833d977da287a64,596597aa3bde2b2c115e5312,correct,correct,0.00252767969458791,0.0001060371262091575,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.25,1.25,0.625,684232654186768941101ba2,91c6efc8fba808b5a07843c7,unresolved,unresolved,0.10400901234651266,,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.35,1.25,0.625,684232654186768941101ba2,91c6efc8fba808b5a07843c7,unresolved,unresolved,0.10400901234651266,,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.5,1.25,0.625,684232654186768941101ba2,91c6efc8fba808b5a07843c7,unresolved,unresolved,0.10400901234651266,,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.75,1.25,0.625,684232654186768941101ba2,91c6efc8fba808b5a07843c7,wrong,wrong,0.10400901234651266,0.00411707335252931,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,1.0,1.25,0.625,684232654186768941101ba2,91c6efc8fba808b5a07843c7,wrong,wrong,0.10400901234651266,0.00411707335252931,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,2.0,1.25,0.625,684232654186768941101ba2,91c6efc8fba808b5a07843c7,wrong,wrong,0.10400901234651266,0.00411707335252931,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.25,1.25,0.625,61678b1589586e6c9ade1807,5d1b9ad3de901c63174f5e5a,unresolved,unresolved,0.002742647774637221,,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.35,1.25,0.625,61678b1589586e6c9ade1807,5d1b9ad3de901c63174f5e5a,correct,correct,0.002742647774637221,0.0008892782561982782,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.5,1.25,0.625,61678b1589586e6c9ade1807,5d1b9ad3de901c63174f5e5a,correct,correct,0.002742647774637221,0.0008892782561982782,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.75,1.25,0.625,61678b1589586e6c9ade1807,5d1b9ad3de901c63174f5e5a,correct,correct,0.002742647774637221,0.0008892782561982782,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,1.0,1.25,0.625,61678b1589586e6c9ade1807,5d1b9ad3de901c63174f5e5a,correct,correct,0.002742647774637221,0.0008892782561982782,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,1.25,lvt_balanced_4b,0.0,0.0,,2.0,1.25,0.625,61678b1589586e6c9ade1807,5d1b9ad3de901c63174f5e5a,correct,correct,0.002742647774637221,0.0008892782561982782,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.25,1.25,0.625,c5ea7bff17fd97a3a71e9868,a9f5ba5b3a52d05e041fa626,unresolved,unresolved,0.016182714625737327,,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.35,1.25,0.625,c5ea7bff17fd97a3a71e9868,a9f5ba5b3a52d05e041fa626,unresolved,unresolved,0.016182714625737327,,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.5,1.25,0.625,c5ea7bff17fd97a3a71e9868,a9f5ba5b3a52d05e041fa626,unresolved,unresolved,0.016182714625737327,,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,1.25,lvt_balanced_4b,0.0,0.0,,0.75,1.25,0.625,c5ea7bff17fd97a3a71e9868,a9f5ba5b3a52d05e041fa626,wrong,wrong,0.016182714625737327,0.0010388093796228626,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,1.25,lvt_balanced_4b,0.0,0.0,,1.0,1.25,0.625,c5ea7bff17fd97a3a71e9868,a9f5ba5b3a52d05e041fa626,wrong,wrong,0.016182714625737327,0.0010388093796228626,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,1.25,lvt_balanced_4b,0.0,0.0,,2.0,1.25,0.625,c5ea7bff17fd97a3a71e9868,a9f5ba5b3a52d05e041fa626,wrong,wrong,0.016182714625737327,0.0010388093796228626,True
