corner,vdd_v,temperature_c,differential_v,common_mode_ratio,pair_skew,trim_code,load_ff,max_step_ps,design_name,source_resistance_ohm,sample_cap_ff,previous_differential_v,deadline_ns,coarse_max_step_ps,fine_max_step_ps,coarse_run_id,fine_run_id,coarse_outcome,fine_outcome,energy_difference_percent,latency_difference_ns,passed
tt,1.8,27.0,0.001,0.5,0.0,0,5.0,2.5,baseline,0.0,0.0,,2.0,2.5,1.25,210ad6fd4ecf4889aa7049d8,98c6f0b3e833d977da287a64,correct,correct,0.0009073600622236485,0.0004322066080700848,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.25,2.5,1.25,38905edbd4e4ef08c0356be0,684232654186768941101ba2,unresolved,unresolved,0.24860952936984004,,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.35,2.5,1.25,38905edbd4e4ef08c0356be0,684232654186768941101ba2,unresolved,unresolved,0.24860952936984004,,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.5,2.5,1.25,38905edbd4e4ef08c0356be0,684232654186768941101ba2,unresolved,unresolved,0.24860952936984004,,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.75,2.5,1.25,38905edbd4e4ef08c0356be0,684232654186768941101ba2,wrong,wrong,0.24860952936984004,0.010628588681942386,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,1.0,2.5,1.25,38905edbd4e4ef08c0356be0,684232654186768941101ba2,wrong,wrong,0.24860952936984004,0.010628588681942386,True
sf,1.62,125.0,-0.001,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,2.0,2.5,1.25,38905edbd4e4ef08c0356be0,684232654186768941101ba2,wrong,wrong,0.24860952936984004,0.010628588681942386,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.25,2.5,1.25,4588bbce52f527868b18dfda,61678b1589586e6c9ade1807,unresolved,unresolved,0.0028235655947460507,,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.35,2.5,1.25,4588bbce52f527868b18dfda,61678b1589586e6c9ade1807,correct,correct,0.0028235655947460507,0.0005153800494579475,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.5,2.5,1.25,4588bbce52f527868b18dfda,61678b1589586e6c9ade1807,correct,correct,0.0028235655947460507,0.0005153800494579475,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.75,2.5,1.25,4588bbce52f527868b18dfda,61678b1589586e6c9ade1807,correct,correct,0.0028235655947460507,0.0005153800494579475,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,1.0,2.5,1.25,4588bbce52f527868b18dfda,61678b1589586e6c9ade1807,correct,correct,0.0028235655947460507,0.0005153800494579475,True
sf,1.62,125.0,0.0005,0.5,0.04,-6,5.0,2.5,lvt_balanced_4b,0.0,0.0,,2.0,2.5,1.25,4588bbce52f527868b18dfda,61678b1589586e6c9ade1807,correct,correct,0.0028235655947460507,0.0005153800494579475,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.25,2.5,1.25,2ca947c938a55000636250bb,c5ea7bff17fd97a3a71e9868,unresolved,unresolved,0.00029218043882148204,,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.35,2.5,1.25,2ca947c938a55000636250bb,c5ea7bff17fd97a3a71e9868,unresolved,unresolved,0.00029218043882148204,,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.5,2.5,1.25,2ca947c938a55000636250bb,c5ea7bff17fd97a3a71e9868,unresolved,unresolved,0.00029218043882148204,,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,2.5,lvt_balanced_4b,0.0,0.0,,0.75,2.5,1.25,2ca947c938a55000636250bb,c5ea7bff17fd97a3a71e9868,wrong,wrong,0.00029218043882148204,0.00030399305382122765,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,2.5,lvt_balanced_4b,0.0,0.0,,1.0,2.5,1.25,2ca947c938a55000636250bb,c5ea7bff17fd97a3a71e9868,wrong,wrong,0.00029218043882148204,0.00030399305382122765,True
ss,1.95,-40.0,-0.001,0.5,0.04,-3,5.0,2.5,lvt_balanced_4b,0.0,0.0,,2.0,2.5,1.25,2ca947c938a55000636250bb,c5ea7bff17fd97a3a71e9868,wrong,wrong,0.00029218043882148204,0.00030399305382122765,True
