corner,vdd_v,temperature_c,differential_v,common_mode_ratio,pair_skew,trim_code,load_ff,max_step_ps,design_name,source_resistance_ohm,sample_cap_ff,previous_differential_v,case_id,policy,input_mv,deadline_ns,policy_available,decision,outcome,decision_time_ns,core_energy_fj,reset_ok,qp_at_deadline_v,qn_at_deadline_v,run_id
ss,1.62,-40.0,-0.018,0.5,0.04,-8,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,-18,1.0,True,-1,correct,0.3849672885087186,240.68112279564625,True,0.01729699012200497,1.6197644306469725,6aff03abf2c21e8db7a00282
ss,1.62,-40.0,-0.006,0.5,0.04,-8,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,-6,1.0,True,-1,correct,0.45841002307843987,244.01705959264027,True,0.01905854288162165,1.619748045294034,7e16b72c710e396e30a06cf8
ss,1.62,-40.0,-0.002,0.5,0.04,-8,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,-2,1.0,True,-1,correct,0.5414109631913495,246.17078202188446,True,0.020056252505445682,1.6196615212283167,85b54ec56d26926c69aea367
ss,1.62,-40.0,0.002,0.5,0.04,-8,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,2,1.0,True,0,unresolved,,251.17859271044682,True,1.2095001791038684,0.2368774717262524,1e425681d53e8348054dcca5
ss,1.62,-40.0,0.006,0.5,0.04,-8,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,6,1.0,True,1,correct,0.4981532969763701,244.13720160312627,True,1.6195936998587526,0.04557786356741763,a2fc1ef343b4107db61cb9b2
ss,1.62,-40.0,0.018,0.5,0.04,-8,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,18,1.0,True,1,correct,0.4130512577962194,240.2312541255007,True,1.619637539030979,0.04215950305456874,8d8db2621e951783a9a384d3
ff,1.95,125.0,-0.018,0.5,0.04,2,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,-18,1.0,True,-1,correct,0.1340619761766289,489.2107524718134,True,0.007914800644100422,1.9498898573291628,996b366b6ba3c0d14a2b98eb
ff,1.95,125.0,-0.006,0.5,0.04,2,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,-6,1.0,True,-1,correct,0.14857974538863128,495.69489789471515,True,0.00820525459147226,1.9498852726970126,c3c799187a2b3e02899faade
ff,1.95,125.0,-0.002,0.5,0.04,2,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,-2,1.0,True,-1,correct,0.15469259136052038,500.2651879277083,True,0.00833958597423075,1.9498839672619208,f7b1434250007ca57377d819
ff,1.95,125.0,0.002,0.5,0.04,2,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,2,1.0,True,-1,wrong,0.17964933535436906,512.1335916011325,True,0.008588663922733759,1.9498814408388838,cd6fd5b7171920191391978d
ff,1.95,125.0,0.006,0.5,0.04,2,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,6,1.0,True,1,correct,0.16836727540890128,507.07061567167676,True,1.949909956222202,0.006435443986602027,343593898c1f778f01756e8a
ff,1.95,125.0,0.018,0.5,0.04,2,5.0,10.0,lvt_fast_fine_4b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,18,1.0,True,1,correct,0.13843546440954085,492.96988504107014,True,1.9499145807509068,0.00613731298237937,a28b8a1b86aef607a88f2e48
tt,1.8,27.0,-0.018,0.5,0.04,-19,5.0,10.0,lvt_wide_5b,0.0,0.0,,TT | 1.80 V | 27 C | skew +4%,training_local,-18,1.0,True,-1,correct,0.15044611201416935,484.94896764666777,True,5.788750961899171e-05,1.799996729929263,2ad9b1c461f0520fd630e870
tt,1.8,27.0,-0.006,0.5,0.04,-19,5.0,10.0,lvt_wide_5b,0.0,0.0,,TT | 1.80 V | 27 C | skew +4%,training_local,-6,1.0,True,-1,correct,0.18859428051797814,489.8625701098772,True,5.7537672217090485e-05,1.7999987524194119,beedeee904c350f9c2da323e
tt,1.8,27.0,-0.002,0.5,0.04,-19,5.0,10.0,lvt_wide_5b,0.0,0.0,,TT | 1.80 V | 27 C | skew +4%,training_local,-2,1.0,True,-1,correct,0.22592456294465837,494.27733691045535,True,5.855394364381137e-05,1.7999993922449082,c2d26ef166006874e29d610a
tt,1.8,27.0,0.002,0.5,0.04,-19,5.0,10.0,lvt_wide_5b,0.0,0.0,,TT | 1.80 V | 27 C | skew +4%,training_local,2,1.0,True,1,correct,0.21294771583765812,492.62407940656846,True,1.7999868211445686,0.00024219360523177825,22b23acc6f6da3d1a8ad593b
tt,1.8,27.0,0.006,0.5,0.04,-19,5.0,10.0,lvt_wide_5b,0.0,0.0,,TT | 1.80 V | 27 C | skew +4%,training_local,6,1.0,True,1,correct,0.17989596127062837,488.5819415418653,True,1.799986880355606,0.00022608217333182134,736e12e3a8cde0624be3f47b
tt,1.8,27.0,0.018,0.5,0.04,-19,5.0,10.0,lvt_wide_5b,0.0,0.0,,TT | 1.80 V | 27 C | skew +4%,training_local,18,1.0,True,1,correct,0.14867931218545127,483.9233331390059,True,1.7999889587132607,0.00019649219071854045,5717640fa3ca3f0472eeed72
ss,1.62,-40.0,-0.018,0.5,0.04,-6,5.0,10.0,lvt_wide_5b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,-18,1.0,True,-1,correct,0.2798563802318297,324.52382824815083,True,0.006789923647594058,1.619578679583406,d3eb208392a8988f17fd32dd
ss,1.62,-40.0,-0.006,0.5,0.04,-6,5.0,10.0,lvt_wide_5b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,-6,1.0,True,-1,correct,0.3231083739146183,327.50258561126094,True,0.009034953709927554,1.6194538031437489,0fd2ccc30ff6dad5fc24ac18
ss,1.62,-40.0,-0.002,0.5,0.04,-6,5.0,10.0,lvt_wide_5b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,-2,1.0,True,-1,correct,0.4082951423516499,330.25740846390426,True,0.010106019078267206,1.6193995559519956,5ed8891920a1ebcd90fe5c95
ss,1.62,-40.0,0.002,0.5,0.04,-6,5.0,10.0,lvt_wide_5b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,2,1.0,True,1,correct,0.44630632332091097,331.00076671473226,True,1.6191371635081924,0.016925234821995715,818636851d6dd9c382c02a6a
ss,1.62,-40.0,0.006,0.5,0.04,-6,5.0,10.0,lvt_wide_5b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,6,1.0,True,1,correct,0.3399784120484893,327.49495272104946,True,1.6192108022551954,0.01504575745839611,86745512b02fd5593efe6002
ss,1.62,-40.0,0.018,0.5,0.04,-6,5.0,10.0,lvt_wide_5b,0.0,0.0,,SS | 1.62 V | -40 C | skew +4%,training_local,18,1.0,True,1,correct,0.2823455585132988,324.51773325174827,True,1.6193757244446285,0.01115492101172105,1da9a4c5d2353d64b3319496
ff,1.95,125.0,-0.018,0.5,0.04,24,5.0,10.0,lvt_wide_5b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,-18,1.0,True,-1,correct,0.13574070754628972,671.68849881218,True,0.0008002805027719149,1.9499943406028257,6bbe05981276c7212422ce83
ff,1.95,125.0,-0.006,0.5,0.04,24,5.0,10.0,lvt_wide_5b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,-6,1.0,True,1,wrong,0.16114398037165936,687.284704855826,True,1.9499981040647374,0.0006185722716689155,9388fe249f2c888d811a51d5
ff,1.95,125.0,-0.002,0.5,0.04,24,5.0,10.0,lvt_wide_5b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,-2,1.0,True,1,wrong,0.14350452868897984,677.736196514098,True,1.9499980720083607,0.00061648869802942,9a856ccc554f4b4f6a0d6c2a
ff,1.95,125.0,0.002,0.5,0.04,24,5.0,10.0,lvt_wide_5b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,2,1.0,True,1,correct,0.13527663269531928,673.3210024453927,True,1.9499976356515742,0.0006147101708762244,08636c52c6614c7174c101be
ff,1.95,125.0,0.006,0.5,0.04,24,5.0,10.0,lvt_wide_5b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,6,1.0,True,1,correct,0.1306973196404482,670.3885938013788,True,1.949998147689074,0.000614506333545111,f99915436a01053307e89522
ff,1.95,125.0,0.018,0.5,0.04,24,5.0,10.0,lvt_wide_5b,0.0,0.0,,FF | 1.95 V | 125 C | skew +4%,training_local,18,1.0,True,1,correct,0.11801376586356892,665.1031455118213,True,1.9499973150709098,0.0006146535133551215,15cc107b92d437e1881e2661
