Using SPARSE 1.3 as Direct Linear Solver

Note: Compatibility modes selected: hs a


Circuit: comparator atlas: nominal published 27-device matched layout experiment

option SCALE: Scale is set to 1e-06 for instance and model parameters
Doing analysis at TEMP = -40.000000 and TNOM = 27.000000


Initial Transient Solution
--------------------------

Node                                   Voltage
xdut.vss.n121                      2.25335e-10
xdut.vss.n122                       3.5088e-10
xdut.vss.n123                      8.46001e-11
xdut.vss.n125                      3.45875e-10
xdut.vss.n124                      4.57473e-10
xdut.vss.n126                      2.28115e-10
xdut.vss.n127                      3.24497e-10
xdut.vss.n128                      2.45623e-10
xdut.vss.n130                      2.65861e-10
xdut.vss.n129                      3.06745e-10
xdut.vss.n131                      2.24438e-10
xdut.vss.n132                      2.37464e-10
xdut.vss.n133                       5.6059e-11
xdut.vss.n135                      2.42247e-10
xdut.vss.n134                      2.73867e-10
xdut.vss.n136                      2.09248e-10
xdut.vss.n137                      4.30286e-10
xdut.vss.n138                      2.65476e-10
xdut.vss.n140                      3.45706e-10
xdut.vss.n139                      4.57308e-10
xdut.vss.n141                      2.27942e-10
xdut.vss.n142                      3.50706e-10
xdut.vss.n143                      8.44233e-11
xdut.vss.n145                      3.36926e-10
xdut.vss.n144                      4.41324e-10
xdut.vss.n146                       2.2516e-10
xdut.vss.n219                      2.82148e-10
xdut.vss.n147                      3.02967e-10
xdut.vss.n148                      2.75549e-10
xdut.vss.n150                      2.65125e-10
xdut.vss.n149                      2.72659e-10
xdut.vss.n151                      2.57601e-10
xdut.vss.n152                      3.27271e-10
xdut.vss.n154                      1.12275e-10
xdut.vss.n153                      2.25017e-10
xdut.vss.n156                      2.55845e-10
xdut.vss.n155                      2.63164e-10
xdut.vss.n157                      2.62903e-10
xdut.vss.n158                       2.2685e-10
xdut.vss.n160                      2.26838e-10
xdut.vss.n159                       2.4244e-10
xdut.vss.n161                      2.11033e-10
xdut.vss.n162                      2.08147e-10
xdut.vss.n163                      1.09049e-10
xdut.vss.n165                      2.27768e-10
xdut.vss.n164                       2.4364e-10
xdut.vss.n166                      2.11716e-10
xdut.vss.n167                      3.42146e-10
xdut.vss.n168                      2.99725e-10
xdut.vss.n170                      2.67606e-10
xdut.vss.n169                      2.82749e-10
xdut.vss.n171                      2.51589e-10
xdut.vss.n172                      2.58647e-10
xdut.vss.n173                      1.27825e-10
xdut.vss.n175                      2.70948e-10
xdut.vss.n174                      2.87159e-10
xdut.vss.n176                      2.53951e-10
xdut.vss.n177                      3.12917e-10
xdut.vss.n178                       2.6171e-10
xdut.vss.n180                      2.45897e-10
xdut.vss.n179                      2.71056e-10
xdut.vss.n181                      2.18561e-10
xdut.vss.n182                      2.46144e-10
xdut.vss.n183                      1.22979e-10
xdut.vss.n185                      2.47137e-10
xdut.vss.n184                      2.72999e-10
xdut.vss.n186                      2.19179e-10
xdut.vss.n187                      2.34336e-10
xdut.vss.n188                      1.88018e-10
xdut.vss.n190                      2.02494e-10
xdut.vss.n189                      2.30221e-10
xdut.vss.n191                      1.73998e-10
xdut.vss.n192                      1.95562e-10
xdut.vss.n193                      1.02088e-10
xdut.vss.n195                      2.02888e-10
xdut.vss.n194                      2.30833e-10
xdut.vss.n196                      1.74198e-10
xdut.vss.n197                      2.92276e-10
xdut.vss.n198                      2.34741e-10
xdut.vss.n200                       2.3251e-10
xdut.vss.n199                      2.66999e-10
xdut.vss.n201                      1.94444e-10
xdut.vss.n202                      2.34529e-10
xdut.vss.n203                      1.13899e-10
xdut.vss.n205                      2.32169e-10
xdut.vss.n204                      2.66399e-10
xdut.vss.n206                      1.94322e-10
xdut.vss.n207                      2.17838e-10
xdut.vss.n208                       1.5906e-10
xdut.vss.n210                       1.9024e-10
xdut.vss.n209                      2.33565e-10
xdut.vss.n211                      1.45185e-10
xdut.vss.n212                      1.87811e-10
xdut.vss.n213                      9.07445e-11
xdut.vss.n215                      1.90192e-10
xdut.vss.n214                      2.33476e-10
xdut.vss.n216                      1.45169e-10
xdut.vss.n217                      2.81963e-10
xdut.vss.n218                      2.18471e-10
xdut.vss.n220                      2.32564e-10
xdut.vss.n221                      1.79267e-10
xdut.vss.n222                      2.26639e-10
xdut.vss.n223                      1.02152e-10
xdut.vss.n225                      2.24902e-10
xdut.vss.n224                      2.67601e-10
xdut.vss.n226                      1.77181e-10
xdut.xn.n0                                1.62
xdut.xn.n1                                1.62
xdut.xn.n2                                1.62
xdut.xn.n3                                1.62
xdut.xn.n4                                1.62
xdut.xp.n4                                1.62
xdut.xp.n1                                1.62
xdut.xp.n0                                1.62
xdut.xp.n2                                1.62
xdut.xp.n3                                1.62
xdut.tail.n8                          0.537399
xdut.tail.n1                          0.537399
xdut.tail.n0                          0.537399
xdut.tail.n2                          0.537399
xdut.tail.n3                          0.537399
xdut.tail.n4                          0.537399
xdut.tail.n5                          0.537399
xdut.tail.n6                          0.537399
xdut.tail.n7                          0.537399
vtn3#branch                                  0
vtn2#branch                                  0
