 time                   v(clk)                 v(qp)                  v(qn)                  v(xdut.xp)             v(xdut.xn)             i(vdd)                 v(vinp)                v(vinn)               
 1.900174134835981e-08  0.000000000000000e+00  1.800013834966069e+00  1.800012853772665e+00  1.795526828741490e+00  1.795216693662957e+00 -2.555645014899177e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.900674134835981e-08  0.000000000000000e+00  1.800013806028706e+00  1.800012826064826e+00  1.795536471070325e+00  1.795226753574338e+00 -2.582304399832472e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.901174134835980e-08  0.000000000000000e+00  1.800013765308161e+00  1.800012787424340e+00  1.795545975450356e+00  1.795236674722188e+00 -2.544854910941025e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.901674134835980e-08  0.000000000000000e+00  1.800013736689582e+00  1.800012760025567e+00  1.795555539859437e+00  1.795246654768316e+00 -2.571484039638950e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.902174134835980e-08  0.000000000000000e+00  1.800013696328541e+00  1.800012721730504e+00  1.795564967274694e+00  1.795256497009846e+00 -2.534151108888287e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.902674134835980e-08  0.000000000000000e+00  1.800013668024019e+00  1.800012694636234e+00  1.795574454687227e+00  1.795266398122928e+00 -2.560749667058116e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.903174134835980e-08  0.000000000000000e+00  1.800013628017597e+00  1.800012656681794e+00  1.795583806050315e+00  1.795276162380123e+00 -2.523532598402124e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.903674134835980e-08  0.000000000000000e+00  1.800013600022565e+00  1.800012629887574e+00  1.795593217374841e+00  1.795285985478019e+00 -2.550100278922299e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.904174134835980e-08  0.000000000000000e+00  1.800013560366036e+00  1.800012592269050e+00  1.795602493584003e+00  1.795295672658219e+00 -2.512998384908728e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.904674134835980e-08  0.000000000000000e+00  1.800013532675953e+00  1.800012565770394e+00  1.795611829715316e+00  1.795305418644677e+00 -2.539534884336717e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.905174134835980e-08  0.000000000000000e+00  1.800013493364351e+00  1.800012528483268e+00  1.795621031655316e+00  1.795315029641572e+00 -2.502547488482688e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.905674134835980e-08  0.000000000000000e+00  1.800013465974768e+00  1.800012502275939e+00  1.795630293474164e+00  1.795324699406567e+00 -2.529052511118083e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.906174134835980e-08  0.000000000000000e+00  1.800013427003550e+00  1.800012465315567e+00  1.795639422015585e+00  1.795334235100289e+00 -2.492178942432706e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.906674134835979e-08  0.000000000000000e+00  1.800013399910111e+00  1.800012439395249e+00  1.795648610389117e+00  1.795343829520324e+00 -2.518652200281146e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.907174134835979e-08  0.000000000000000e+00  1.800013361274801e+00  1.800012402757307e+00  1.795657666389392e+00  1.795353290777366e+00 -2.481891797712275e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.907674134835979e-08  0.000000000000000e+00  1.800013334473276e+00  1.800012377119823e+00  1.795666782171505e+00  1.795362810715567e+00 -2.508333007933088e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.908174134835979e-08  0.000000000000000e+00  1.800013296169283e+00  1.800012340799894e+00  1.795675766474952e+00  1.795372198389522e+00 -2.471685117297554e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.908674134835979e-08  0.000000000000000e+00  1.800013269655368e+00  1.800012315441258e+00  1.795684810506472e+00  1.795381644696035e+00 -2.498094002675207e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.909174134835979e-08  0.000000000000000e+00  1.800013231678157e+00  1.800012279435112e+00  1.795693723944262e+00  1.795390959627505e+00 -2.461557980687292e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.909674134835979e-08  0.000000000000000e+00  1.800013205447744e+00  1.800012254351230e+00  1.795702697053222e+00  1.795400333139689e+00 -2.487934271768692e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.910174134835979e-08  0.000000000000000e+00  1.800013167793099e+00  1.800012218654597e+00  1.795711540444179e+00  1.795409576156723e+00 -2.451509478767491e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.910674134835979e-08  0.000000000000000e+00  1.800013141842111e+00  1.800012193841533e+00  1.795720443446031e+00  1.795418877699288e+00 -2.477852910249517e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.911174134835979e-08  0.000000000000000e+00  1.800013104505715e+00  1.800012158450386e+00  1.795729217596275e+00  1.795428049617330e+00 -2.441538718096146e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.911674134835978e-08  0.000000000000000e+00  1.800013078830193e+00  1.800012133904267e+00  1.795738051294177e+00  1.795437280002781e+00 -2.467849031476840e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.912174134835978e-08  0.000000000000000e+00  1.800013041807892e+00  1.800012098814421e+00  1.795746756997862e+00  1.795446381625290e+00 -2.431644817332848e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.912674134835978e-08  0.000000000000000e+00  1.800013016403967e+00  1.800012074531439e+00  1.795755522182746e+00  1.795455541654033e+00 -2.457921759623484e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.913174134835978e-08  0.000000000000000e+00  1.800012979691679e+00  1.800012039739018e+00  1.795764160221817e+00  1.795464573772562e+00 -2.421826908109351e-06  8.950000000000000e-01  9.050000000000000e-01 
