 time                   v(clk)                 v(qp)                  v(qn)                  v(xdut.xp)             v(xdut.xn)             i(vdd)                 v(vinp)                v(vinn)               
 1.900207425758859e-08  0.000000000000000e+00  1.800000831074546e+00  1.800000842708288e+00  1.797565741387229e+00  1.797403561028637e+00 -2.274775910597626e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.900707425758859e-08  0.000000000000000e+00  1.800000802517866e+00  1.800000876242124e+00  1.797571042407399e+00  1.797409181836716e+00 -9.737818481630675e-07  8.950000000000000e-01  9.050000000000000e-01 
 1.901207425758859e-08  0.000000000000000e+00  1.800000824219298e+00  1.800000835906721e+00  1.797576263494678e+00  1.797414633381909e+00 -2.267735409705379e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.901707425758859e-08  0.000000000000000e+00  1.800000795976780e+00  1.800000869085921e+00  1.797581521783540e+00  1.797420209242577e+00 -9.669308343526620e-07  8.950000000000000e-01  9.050000000000000e-01 
 1.902207425758859e-08  0.000000000000000e+00  1.800000817445508e+00  1.800000829184918e+00  1.797586700915598e+00  1.797425617469487e+00 -2.260751337132614e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.902707425758859e-08  0.000000000000000e+00  1.800000789512885e+00  1.800000862013924e+00  1.797591916973847e+00  1.797431148904275e+00 -9.601342181479256e-07  8.950000000000000e-01  9.050000000000000e-01 
 1.903207425758859e-08  0.000000000000000e+00  1.800000810751922e+00  1.800000822541649e+00  1.797597054640969e+00  1.797436514315917e+00 -2.253823038393318e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.903707425758859e-08  0.000000000000000e+00  1.800000783124987e+00  1.800000855024840e+00  1.797602228961634e+00  1.797442001838440e+00 -9.533913685839598e-07  8.950000000000000e-01  9.050000000000000e-01 
 1.904207425758859e-08  0.000000000000000e+00  1.800000804137300e+00  1.800000815975705e+00  1.797607325646611e+00  1.797447324930163e+00 -2.246949867814848e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.904707425758858e-08  0.000000000000000e+00  1.800000776811911e+00  1.800000848117405e+00  1.797612458715188e+00  1.797452769046276e+00 -9.467016637509061e-07  8.950000000000000e-01  9.050000000000000e-01 
 1.905207425758858e-08  0.000000000000000e+00  1.800000797600421e+00  1.800000809485904e+00  1.797617514893446e+00  1.797458050305922e+00 -2.240131190548692e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.905707425758858e-08  0.000000000000000e+00  1.800000770572503e+00  1.800000841290372e+00  1.797622607188043e+00  1.797463451513863e+00 -9.400644917976998e-07  8.950000000000000e-01  9.050000000000000e-01 
 1.906207425758858e-08  0.000000000000000e+00  1.800000791140096e+00  1.800000803071079e+00  1.797627623327798e+00  1.797468691421894e+00 -2.233366379853136e-06  8.950000000000000e-01  9.050000000000000e-01 
 1.906707425758858e-08  0.000000000000000e+00  1.800000764405635e+00  1.800000834542521e+00  1.797632675319278e+00  1.797474050212422e+00 -9.334792495896112e-07  8.950000000000000e-01  9.050000000000000e-01 
