corner,vdd_v,temperature_c,differential_v,common_mode_ratio,pair_skew,trim_code,load_ff,max_step_ps,design_name,source_resistance_ohm,sample_cap_ff,previous_differential_v,deadline_ns,coarse_max_step_ps,fine_max_step_ps,coarse_run_id,fine_run_id,coarse_outcome,fine_outcome,energy_difference_percent,latency_difference_ns,passed
ff,1.8,-40.0,-0.003,0.5,0.04,-2,5.0,0.625,lvt_base_3b,0.0,0.0,,0.5,0.625,0.3125,ec092f92e1c3779fc69513fb,7b95503a4c128c07c5e83fcf,wrong,wrong,0.03190722666055798,0.0004687500015713719,True
ff,1.8,-40.0,-0.003,0.5,0.04,-2,5.0,0.625,lvt_base_3b,0.0,0.0,,0.75,0.625,0.3125,ec092f92e1c3779fc69513fb,7b95503a4c128c07c5e83fcf,wrong,wrong,0.03190722666055798,0.0004687500015713719,True
ff,1.8,-40.0,-0.003,0.5,0.04,-2,5.0,0.625,lvt_base_3b,0.0,0.0,,1.0,0.625,0.3125,ec092f92e1c3779fc69513fb,7b95503a4c128c07c5e83fcf,wrong,wrong,0.03190722666055798,0.0004687500015713719,True
ff,1.8,-40.0,-0.003,0.5,0.04,-2,5.0,0.625,lvt_base_3b,0.0,0.0,,2.0,0.625,0.3125,ec092f92e1c3779fc69513fb,7b95503a4c128c07c5e83fcf,wrong,wrong,0.03190722666055798,0.0004687500015713719,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,5.0,lvt_base_3b,0.0,0.0,,0.25,5.0,2.5,38a80cadc8dc73c897b3e87d,ac108701af67cd25b45ef640,unresolved,unresolved,0.010990116243154031,,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,5.0,lvt_base_3b,0.0,0.0,,0.35,5.0,2.5,38a80cadc8dc73c897b3e87d,ac108701af67cd25b45ef640,wrong,wrong,0.010990116243154031,0.0005647549631702664,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,5.0,lvt_base_3b,0.0,0.0,,0.5,5.0,2.5,38a80cadc8dc73c897b3e87d,ac108701af67cd25b45ef640,wrong,wrong,0.010990116243154031,0.0005647549631702664,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,5.0,lvt_base_3b,0.0,0.0,,0.75,5.0,2.5,38a80cadc8dc73c897b3e87d,ac108701af67cd25b45ef640,wrong,wrong,0.010990116243154031,0.0005647549631702664,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,5.0,lvt_base_3b,0.0,0.0,,1.0,5.0,2.5,38a80cadc8dc73c897b3e87d,ac108701af67cd25b45ef640,wrong,wrong,0.010990116243154031,0.0005647549631702664,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,5.0,lvt_base_3b,0.0,0.0,,2.0,5.0,2.5,38a80cadc8dc73c897b3e87d,ac108701af67cd25b45ef640,wrong,wrong,0.010990116243154031,0.0005647549631702664,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,2.5,lvt_base_3b,0.0,0.0,,0.25,2.5,1.25,ac108701af67cd25b45ef640,89dfb00a0a6413c57b88fa17,unresolved,unresolved,0.002060159638042894,,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,2.5,lvt_base_3b,0.0,0.0,,0.35,2.5,1.25,ac108701af67cd25b45ef640,89dfb00a0a6413c57b88fa17,wrong,wrong,0.002060159638042894,7.17134425299859e-05,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,2.5,lvt_base_3b,0.0,0.0,,0.5,2.5,1.25,ac108701af67cd25b45ef640,89dfb00a0a6413c57b88fa17,wrong,wrong,0.002060159638042894,7.17134425299859e-05,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,2.5,lvt_base_3b,0.0,0.0,,0.75,2.5,1.25,ac108701af67cd25b45ef640,89dfb00a0a6413c57b88fa17,wrong,wrong,0.002060159638042894,7.17134425299859e-05,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,2.5,lvt_base_3b,0.0,0.0,,1.0,2.5,1.25,ac108701af67cd25b45ef640,89dfb00a0a6413c57b88fa17,wrong,wrong,0.002060159638042894,7.17134425299859e-05,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,2.5,lvt_base_3b,0.0,0.0,,2.0,2.5,1.25,ac108701af67cd25b45ef640,89dfb00a0a6413c57b88fa17,wrong,wrong,0.002060159638042894,7.17134425299859e-05,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,1.25,lvt_base_3b,0.0,0.0,,0.25,1.25,0.625,89dfb00a0a6413c57b88fa17,f8c29ed6675c14d94c88603a,unresolved,unresolved,0.0024731023094423208,,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,1.25,lvt_base_3b,0.0,0.0,,0.35,1.25,0.625,89dfb00a0a6413c57b88fa17,f8c29ed6675c14d94c88603a,wrong,wrong,0.0024731023094423208,0.0004220248059906839,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,1.25,lvt_base_3b,0.0,0.0,,0.5,1.25,0.625,89dfb00a0a6413c57b88fa17,f8c29ed6675c14d94c88603a,wrong,wrong,0.0024731023094423208,0.0004220248059906839,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,1.25,lvt_base_3b,0.0,0.0,,0.75,1.25,0.625,89dfb00a0a6413c57b88fa17,f8c29ed6675c14d94c88603a,wrong,wrong,0.0024731023094423208,0.0004220248059906839,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,1.25,lvt_base_3b,0.0,0.0,,1.0,1.25,0.625,89dfb00a0a6413c57b88fa17,f8c29ed6675c14d94c88603a,wrong,wrong,0.0024731023094423208,0.0004220248059906839,True
fs,1.95,-40.0,-0.0005,0.5,0.04,0,5.0,1.25,lvt_base_3b,0.0,0.0,,2.0,1.25,0.625,89dfb00a0a6413c57b88fa17,f8c29ed6675c14d94c88603a,wrong,wrong,0.0024731023094423208,0.0004220248059906839,True
